ltmc,ltm_detail,hit_num,url,referrer,cid_v0,native_v10,user_agent_v96,clean_url_v33,mc_inst,visits,cid_v0_inst,native_v10_inst,clean_url_v33_inst
Internal,originenergy:my,71,"","","",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0",https://www.originenergy.com.au/my/usage/daily,0,1,0,1,1
Direct,originenergy:my-account:login:success,16,https://www.originenergy.com.au/my/payment-settings/method/success,"","",no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",https://www.originenergy.com.au/my/payment-settings/method/success,0,1,0,1,1
Origin App,None,67,https://www.originenergy.com.au/my/reward/rewards-and-offers,android-app://com.originmobileapp/,"",yes,"Mozilla/5.0 (Linux; Android 16; Pixel 9 Pro XL Build/BP2A.250805.005; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 16; Pixel 9 Pro XL Build/BP2A.250805.005; wv) AppleWebKit/53",https://www.originenergy.com.au/my/reward/rewards-and-offers,0,1,0,1,1
Origin App,None,17,https://www.originenergy.com.au/my/billing,"","",yes,"Mozilla/5.0 (Linux; Android 13; SM-N986B Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.181 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 13; SM-N986B Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML",https://www.originenergy.com.au/my/billing/,0,1,0,1,1
Origin App,None,8,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/billing/A-6E68523C/summary/108422800,0,1,0,1,1
Origin App,None,11,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-1D826CB4/confirm,0,1,0,1,1
Paid Search,None,14,https://www.originenergy.com.au/my/billing,https://www.google.com/,ps:re:evpu-cnv1207:pm,no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://www.originenergy.com.au/my/billing/,0,1,0,1,1
Paid Search,Business,1,https://www.originenergy.com.au/electric-vehicles/business/flex-plan,"",ps:sme:retargeting - EV2007:gl,no,"Mozilla/5.0 (Linux; Android 11; Nokia C21 Plus Build/RP1A.201005.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36",https://www.originenergy.com.au/electric-vehicles/business/flex-plan/,1,1,1,1,1
Origin App,None,22,https://www.originenergy.com.au/my/usage,"","",no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",https://www.originenergy.com.au/my/usage,0,1,0,1,1
Origin App,None,14,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-DF1A6F80/select-payment-method,0,1,0,1,1
Email,em:kr:bz:res:nat:switchonboarding:mar:df:standard-standard:April24:2144,22,"","","",yes,Mozilla/5.0 (iPhone; CPU OS 18_6_1 like Mac OS X; en-NZ),"",0,1,0,1,0
Internal,originenergy,18,"","","",no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/my/refunds/request/warning,0,1,0,1,1
Internal,originenergy:billing-payments:financial-support,41,"","","",no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/my/payment-extension/A-B3AEBAA5/confirm,0,1,0,1,1
Origin App,None,11,"","","",yes,"Mozilla/5.0 (Linux; Android 15; CPH2577 Build/AP3A.240617.008; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 15; CPH2577 Build/AP3A.240617.008; wv) AppleWebKit/537.36 (KHTML, l",https://www.originenergy.com.au/my/billing/,0,1,0,1,1
Origin App,None,5,https://www.originenergy.com.au/my/make-payment/A-460CEE10/select-payment-method,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-460CEE10/select-payment-method,0,1,0,1,1
Origin App,None,17,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/refunds,0,1,0,1,1
Natural Search,n:Google:::empty::,27,https://www.originenergy.com.au/for-home/my-account/logout,https://www.google.com/,"",no,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:142.0) Gecko/20100101 Firefox/142.0,https://www.originenergy.com.au/for-home/my-account/logout/,0,1,0,1,1
Paid Search,Electricity & Gas,63,"",https://www.google.com/,ps:re:NATBAU:gl,no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://www.originenergy.com.au/help-support/billing-and-payments/making-payments/account-balance,0,1,0,0,1
Email,em:an:ser:int:ressme:jun.24.0026,5,https://id.originenergy.com.au/login,"",em:an:ser:int:ressme:jun.24.0026,no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.107 Mobile/15E148 Safari/604.1",https://id.originenergy.com.au/login,0,1,0,1,1
Origin App,None,173,"","","",yes,Mozilla/5.0 (iPhone; CPU OS 18_6 like Mac OS X; en-AU),"",0,2,0,1,0
Email,em:re:pwdless1112,18,"","",em:re:pwdless1112,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",https://www.originenergy.com.au/my/billing/A-1AA1F981/summary/106493720,0,1,0,1,1
Internal,originenergy:internet,11,"",https://www.opticomm.com.au/,"",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0",https://www.originenergy.com.au/electricity-gas/,0,1,0,1,1
Origin App,None,17,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/move-home/add-on,0,1,0,1,1
Internal,originenergy,2,https://www.originenergy.com.au/help-support/account-management/get-in-touch/contact-origin,"","",no,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,https://www.originenergy.com.au/help-support/account-management/get-in-touch/contact-origin,0,1,0,1,1
Email,em:kr:bz:res:nat:switchonboarding:ser:df:standard-standard:April24:2144,8,https://www.originenergy.com.au/my/make-payment/A-00D82FE1/confirm,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-00D82FE1/confirm,0,1,0,1,1
Origin App,None,10,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/billing/A-C05E6776/summary/108323904,0,1,0,1,1
Origin App,None,28,"","","",yes,"Mozilla/5.0 (Linux; Android 15; SM-G996U1 Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.179 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 15; SM-G996U1 Build/AP3A.240905.015.A2; wv) AppleWebKit/537.3",https://www.originenergy.com.au/my/,0,1,0,1,1
Origin App,None,54,https://www.originenergy.com.au/my/service/electricity/17094981/plan,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/service/electricity/17094981/plan,0,1,0,1,1
Paid Search,None,7,"",https://googleads.g.doubleclick.net/,ps:re:evpu-cnv1207:pm,no,"Mozilla/5.0 (Linux; Android 14; Infinix X6532C Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/511.0.0.73.36;IABMV/1;]",https://id.originenergy.com.au/login,0,1,0,1,1
Paid Search,LPG,12,"","","",no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",https://www.originenergy.com.au/my/,0,1,0,1,1
Origin App,None,23,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/,0,1,0,1,1
Origin App,None,12,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-5FA0B9E4/success,0,1,0,1,1
Email,em:kr:ser:res:sep24:PAYMENT-SCHEDULE-SET-UP,6,"","",em:kr:ser:res:sep24:PAYMENT-SCHEDULE-SET-UP,yes,Mozilla/5.0 (iPhone; CPU OS 18_5 like Mac OS X; en-IN),"",0,1,0,1,0
Email,em:kr:bz:res:nat:onboarding:mar:sf:standard:mr:Jun23:2022,4,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/usage,0,1,0,1,1
Origin App,None,5,"","","",yes,"Mozilla/5.0 (Linux; Android 15; SM-S911B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 15; SM-S911B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (",https://www.originenergy.com.au/my/billing/A-5E6F4CEA/summary/108190530,0,1,0,1,1
Origin App,None,48,https://www.originenergy.com.au/my/payment-settings/frequency,"","",yes,"Mozilla/5.0 (Linux; Android 15; SM-S928B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 15; SM-S928B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (",https://www.originenergy.com.au/my/payment-settings/frequency,0,1,0,1,1
Email,em:kr:ser:res:sep24:PAYMENT-MISSED-INSTALMENT-REMINDER,41,"","","",yes,Mozilla/5.0 (iPhone; CPU OS 17_6_1 like Mac OS X; en-AU),"",0,1,0,1,0
Natural Search,n:Google:::empty::,3,"","","",no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",https://www.originenergy.com.au/about/sustainability/sustainability-reports/,0,1,0,1,1
Origin App,None,4,"","","",yes,"Mozilla/5.0 (Linux; Android 15; SM-S936B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 15; SM-S936B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (",https://www.originenergy.com.au/my/billing/A-63F56E68/summary/109015842,0,1,0,1,1
Origin App,None,14,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-C620EF24/success,0,1,0,1,1
Origin App,None,10,https://www.originenergy.com.au/my/make-payment/A-E8A8A110/select-payment-method,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-E8A8A110/select-payment-method,0,1,0,1,1
Email,em:re:pwdless1112,12,"","",em:re:pwdless1112,no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",https://www.originenergy.com.au/my/profile/update-postal-address/success,0,1,0,1,1
Origin App,None,16,https://www.originenergy.com.au/my/make-payment/A-EF60D213/success,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-EF60D213/success,0,1,0,1,1
Internal,originenergy:connect:login:callback,18,"","","",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://www.originenergy.com.au/connect/claim-distributors-portal,0,1,0,1,1
Direct,None,9,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-8412D142/select-payment-method,0,1,0,1,1
Natural Search,n:Google:::empty::,14,https://www.originenergy.com.au/contact/thank-you,https://www.google.com/,"",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://www.originenergy.com.au/contact/thank-you/,0,1,0,1,1
Email,em:kr:ser:any:nov24:ebill,24,https://www.originenergy.com.au/auth,"",em:kr:ser:any:nov24:ebill,no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/auth/,0,1,0,1,1
Paid Search,Electricity & Gas,14,"",https://www.google.com/,ps:re:NATBAU:gl,no,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_11 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/360.1.737798518 Mobile/15E148 Safari/604.1",https://id.originenergy.com.au/login,0,1,0,1,1
Origin App,None,21,https://my-internet.originbroadband.com.au/home,"","",yes,"Mozilla/5.0 (iPad; CPU OS 15_8_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.7 Mobile/15E148 Safari/604.1",https:://my-internet.originbroadband.com.au/home,0,1,0,0,1
Origin App,None,8,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/billing/A-B199D1B5/summary/108201537,0,1,0,1,1
Email,em:kraken:pp-missed,12,"","","",no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",https://www.originenergy.com.au/pay/confirm,0,1,0,1,1
Origin App,None,9,https://www.originenergy.com.au/my,"","",yes,"Mozilla/5.0 (Linux; Android 13; V2109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 13; V2109 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like",https://www.originenergy.com.au/my/,0,1,0,1,1
Natural Search,n:Google:::empty::,5,https://www.originenergy.com.au/connect/new-request,https://www.google.com/,ps:re:awareness - EV1907:pm,no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",https://www.originenergy.com.au/connect/new-request,0,1,0,1,1
Origin App,None,117,https://my-internet.originbroadband.com.au/support,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",https:://my-internet.originbroadband.com.au/support,0,1,0,0,1
Internal,originenergy:pay:lpg,29,https://www.originenergy.com.au/my/make-payment/A-67101926,"","",no,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/my/make-payment/A-67101926,0,1,0,1,1
Direct,None,7,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-F6FF8212/select-payment-method,0,1,0,1,1
Offline (Vanity url),vt:re:internetedrrunhome2025dollars0605:yt,5,"","","",yes,"Mozilla/5.0 (Linux; Android 15; SM-S918B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 15; SM-S918B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (",https://www.originenergy.com.au/my/,0,1,0,1,1
Origin App,None,12,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-4B6F49EA/confirm,0,1,0,1,1
Natural Search,n:Google:::empty::,31,"",https://www.google.com/,"",no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",https://www.originenergy.com.au/my/billing/A-8D5A52E6/summary/85349755,0,1,0,1,1
Email,em:kraken:chi,31,"","","",no,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:142.0) Gecko/20100101 Firefox/142.0,https://id.originenergy.com.au/login,0,1,0,1,1
Origin App,None,8,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/billing/A-FFC02C9D/summary/106836116,0,1,0,1,1
Internal,None,7,"","","",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://www.originenergy.com.au/my/make-payment/A-71A6ADC4/select-payment-method,0,1,0,1,1
Email,em:kr:ser:res:sep24:PAYMENT-SCHEDULED,22,https://www.originenergy.com.au/my/concessions,"",em:kr:ser:res:sep24:PAYMENT-SCHEDULED,yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/concessions/,0,1,0,1,1
Origin App,None,3,https://www.originenergy.com.au/my/make-payment/A-4F3CE56D,"","",yes,"Mozilla/5.0 (Linux; Android 15; SM-S918B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 15; SM-S918B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (",https://www.originenergy.com.au/my/make-payment/A-4F3CE56D,0,1,0,1,1
Origin App,None,33,"","","",yes,"Mozilla/5.0 (Linux; Android 15; SM-S928B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 15; SM-S928B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (",https://www.originenergy.com.au/my/billing/A-15B7C844/summary/107125486,0,1,0,1,1
Origin App,None,5,https://www.originenergy.com.au/my/make-payment/A-0E5CE480/select-payment-method,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-0E5CE480/select-payment-method,0,1,0,1,1
Paid Search,None,1,https://www.originenergy.com.au/origin-loop/electric-vehicle-charging/ev-power-up,"",ps:re:evpu-cnv1207:pm,no,"Mozilla/5.0 (Linux; Android 13; SM-A245F Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36[FBAN/EMA;FBLC/en_GB;FBAV/472.0.0.12.107;FBCX/modulariab;]",https://www.originenergy.com.au/origin-loop/electric-vehicle-charging/ev-power-up/,1,1,1,1,1
Direct,originenergy:wrapper:home,5,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-DC648D47/select-payment-method,0,1,0,1,1
Internal,originenergy:for-home:my-account:login,19,https://www.originenergy.com.au/my/make-payment/A-B5ED6C3B/select-payment-method,"","",no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/my/make-payment/A-B5ED6C3B,0,1,0,1,1
Email,em:kraken:chi,4,https://www.originenergy.com.au/your-feedback/A-E3796CCF/success,https://email.telstra.com/,ps:re:NATBAU:gl,no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0",https://www.originenergy.com.au/your-feedback/A-E3796CCF/success,0,1,0,1,1
Origin App,None,5,"","","",yes,"Mozilla/5.0 (Linux; Android 13; SM-T875 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/140.0.7339.15 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 13; SM-T875 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, l",https://www.originenergy.com.au/my/,0,1,0,1,1
Origin App,None,48,https://www.originenergy.com.au/my/billing,"","",yes,"Mozilla/5.0 (Linux; Android 15; SM-A546E Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 15; SM-A546E Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (",https://www.originenergy.com.au/my/billing/,0,1,0,1,1
